TIME,GEO,UNIT,INDIC_NRG,Value,Flag and Footnotes
2004M11,Slovenija,Number,Heating degree days,377.14
2004M11,Slovenija,Number,Cooling degree days,0.00
2004M11,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,379.12
2004M11,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2004M11,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,374.15
2004M11,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2004M12,Slovenija,Number,Heating degree days,525.17
2004M12,Slovenija,Number,Cooling degree days,0.00
2004M12,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,531.42
2004M12,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2004M12,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,515.69
2004M12,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M01,Slovenija,Number,Heating degree days,570.77
2005M01,Slovenija,Number,Cooling degree days,0.00
2005M01,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,568.40
2005M01,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M01,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,574.36
2005M01,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M02,Slovenija,Number,Heating degree days,548.18
2005M02,Slovenija,Number,Cooling degree days,0.00
2005M02,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,558.57
2005M02,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M02,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,532.41
2005M02,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M03,Slovenija,Number,Heating degree days,432.66
2005M03,Slovenija,Number,Cooling degree days,0.00
2005M03,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,437.50
2005M03,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M03,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,425.30
2005M03,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M04,Slovenija,Number,Heating degree days,245.83
2005M04,Slovenija,Number,Cooling degree days,0.00
2005M04,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,238.85
2005M04,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M04,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,256.42
2005M04,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M05,Slovenija,Number,Heating degree days,98.85
2005M05,Slovenija,Number,Cooling degree days,0.46
2005M05,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,99.51
2005M05,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.37
2005M05,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,97.84
2005M05,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.61
2005M06,Slovenija,Number,Heating degree days,34.99
2005M06,Slovenija,Number,Cooling degree days,5.04
2005M06,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,35.42
2005M06,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,2.46
2005M06,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,34.33
2005M06,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,8.96
2005M07,Slovenija,Number,Heating degree days,5.71
2005M07,Slovenija,Number,Cooling degree days,16.04
2005M07,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,4.58
2005M07,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,15.85
2005M07,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,7.42
2005M07,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,16.33
2005M08,Slovenija,Number,Heating degree days,19.04
2005M08,Slovenija,Number,Cooling degree days,0.60
2005M08,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,19.53
2005M08,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.16
2005M08,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,18.29
2005M08,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,1.26
2005M09,Slovenija,Number,Heating degree days,60.98
2005M09,Slovenija,Number,Cooling degree days,0.16
2005M09,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,63.61
2005M09,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M09,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,56.98
2005M09,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.40
2005M10,Slovenija,Number,Heating degree days,209.07
2005M10,Slovenija,Number,Cooling degree days,0.00
2005M10,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,210.48
2005M10,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M10,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,206.93
2005M10,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M11,Slovenija,Number,Heating degree days,404.20
2005M11,Slovenija,Number,Cooling degree days,0.00
2005M11,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,408.23
2005M11,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M11,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,398.08
2005M11,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M12,Slovenija,Number,Heating degree days,568.73
2005M12,Slovenija,Number,Cooling degree days,0.00
2005M12,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,563.01
2005M12,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2005M12,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,577.40
2005M12,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M01,Slovenija,Number,Heating degree days,645.63
2006M01,Slovenija,Number,Cooling degree days,0.00
2006M01,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,656.53
2006M01,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M01,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,629.09
2006M01,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M02,Slovenija,Number,Heating degree days,506.01
2006M02,Slovenija,Number,Cooling degree days,0.00
2006M02,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,509.37
2006M02,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M02,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,500.92
2006M02,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M03,Slovenija,Number,Heating degree days,448.38
2006M03,Slovenija,Number,Cooling degree days,0.00
2006M03,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,448.10
2006M03,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M03,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,448.80
2006M03,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M04,Slovenija,Number,Heating degree days,220.33
2006M04,Slovenija,Number,Cooling degree days,0.00
2006M04,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,213.89
2006M04,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M04,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,230.10
2006M04,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M05,Slovenija,Number,Heating degree days,113.68
2006M05,Slovenija,Number,Cooling degree days,0.00
2006M05,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,112.25
2006M05,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M05,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,115.84
2006M05,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M06,Slovenija,Number,Heating degree days,64.24
2006M06,Slovenija,Number,Cooling degree days,17.74
2006M06,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,66.42
2006M06,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,18.06
2006M06,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,60.95
2006M06,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,17.25
2006M07,Slovenija,Number,Heating degree days,0.00
2006M07,Slovenija,Number,Cooling degree days,32.84
2006M07,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,0.00
2006M07,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,29.47
2006M07,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,0.00
2006M07,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,37.94
2006M08,Slovenija,Number,Heating degree days,27.41
2006M08,Slovenija,Number,Cooling degree days,0.37
2006M08,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,24.11
2006M08,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.46
2006M08,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,32.42
2006M08,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.24
2006M09,Slovenija,Number,Heating degree days,26.76
2006M09,Slovenija,Number,Cooling degree days,0.20
2006M09,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,28.08
2006M09,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M09,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,24.77
2006M09,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.50
2006M10,Slovenija,Number,Heating degree days,150.24
2006M10,Slovenija,Number,Cooling degree days,0.00
2006M10,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,153.13
2006M10,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M10,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,145.85
2006M10,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M11,Slovenija,Number,Heating degree days,315.45
2006M11,Slovenija,Number,Cooling degree days,0.00
2006M11,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,318.85
2006M11,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M11,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,310.28
2006M11,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M12,Slovenija,Number,Heating degree days,452.57
2006M12,Slovenija,Number,Cooling degree days,0.00
2006M12,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,460.26
2006M12,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2006M12,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,440.91
2006M12,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M01,Slovenija,Number,Heating degree days,434.11
2007M01,Slovenija,Number,Cooling degree days,0.00
2007M01,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,431.79
2007M01,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M01,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,437.63
2007M01,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M02,Slovenija,Number,Heating degree days,356.93
2007M02,Slovenija,Number,Cooling degree days,0.00
2007M02,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,353.30
2007M02,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M02,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,362.45
2007M02,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M03,Slovenija,Number,Heating degree days,327.17
2007M03,Slovenija,Number,Cooling degree days,0.00
2007M03,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,327.31
2007M03,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M03,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,326.95
2007M03,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M04,Slovenija,Number,Heating degree days,152.87
2007M04,Slovenija,Number,Cooling degree days,0.00
2007M04,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,161.42
2007M04,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M04,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,139.91
2007M04,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M05,Slovenija,Number,Heating degree days,65.56
2007M05,Slovenija,Number,Cooling degree days,0.22
2007M05,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,65.79
2007M05,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.08
2007M05,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,65.21
2007M05,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.43
2007M06,Slovenija,Number,Heating degree days,4.21
2007M06,Slovenija,Number,Cooling degree days,8.31
2007M06,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,3.06
2007M06,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,9.36
2007M06,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,5.95
2007M06,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,6.71
2007M07,Slovenija,Number,Heating degree days,12.27
2007M07,Slovenija,Number,Cooling degree days,27.70
2007M07,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,11.68
2007M07,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,29.21
2007M07,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,13.15
2007M07,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,25.42
2007M08,Slovenija,Number,Heating degree days,4.77
2007M08,Slovenija,Number,Cooling degree days,1.70
2007M08,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,4.95
2007M08,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,1.08
2007M08,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,4.49
2007M08,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,2.64
2007M09,Slovenija,Number,Heating degree days,110.28
2007M09,Slovenija,Number,Cooling degree days,0.00
2007M09,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,112.21
2007M09,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M09,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,107.35
2007M09,Zahodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M10,Slovenija,Number,Heating degree days,251.54
2007M10,Slovenija,Number,Cooling degree days,0.00
2007M10,Vzhodna Slovenija (NUTS 2010),Number,Heating degree days,258.38
2007M10,Vzhodna Slovenija (NUTS 2010),Number,Cooling degree days,0.00
2007M10,Zahodna Slovenija (NUTS 2010),Number,Heating degree days,241.15
